,date,ticker,signal,position,iteration,Unnamed: 0,strategy,value,lookback
0,2023-08-21 04:00:00,SPG,-0.07621107266435989,0,1,0,window,False,20
1,2023-08-21 04:00:00,DUK,-0.0275219298245613,1,1,0,window,False,20
2,2023-08-21 04:00:00,WMT,-0.0051288545558158816,2,1,0,window,False,20
3,2023-08-21 04:00:00,MET,0.012528107934468378,3,1,0,window,False,20
4,2023-08-21 04:00:00,DOW,0.027212143650499922,4,1,0,window,False,20
5,2023-08-21 04:00:00,CSCO,0.03506540697674418,5,1,0,window,False,20
6,2023-08-21 04:00:00,XOM,0.04907306434023996,6,1,0,window,False,20
7,2023-08-21 04:00:00,CAT,0.052702702702702726,7,1,0,window,False,20
8,2023-08-21 04:00:00,BKNG,0.05384134997367918,8,1,0,window,False,20
9,2023-08-21 04:00:00,CMCSA,0.05397727272727271,9,1,0,window,False,20
10,2023-08-21 04:00:00,LLY,0.16117343484069313,10,1,0,window,False,20
